timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/08/13 11:51:37.650, NVIDIA A800 80GB PCIe, 0 %, 0 %, 19321 MiB, 81920 MiB, 73.89 W
2026/08/13 11:51:38.650, NVIDIA A800 80GB PCIe, 0 %, 0 %, 19321 MiB, 81920 MiB, 73.60 W
2026/08/13 11:51:39.650, NVIDIA A800 80GB PCIe, 95 %, 21 %, 19321 MiB, 81920 MiB, 309.90 W
2026/08/13 11:51:40.651, NVIDIA A800 80GB PCIe, 99 %, 22 %, 19321 MiB, 81920 MiB, 315.91 W
2026/08/13 11:51:41.651, NVIDIA A800 80GB PCIe, 98 %, 21 %, 19321 MiB, 81920 MiB, 300.29 W
2026/08/13 11:51:42.651, NVIDIA A800 80GB PCIe, 98 %, 23 %, 19321 MiB, 81920 MiB, 287.93 W
2026/08/13 11:51:43.651, NVIDIA A800 80GB PCIe, 98 %, 21 %, 19321 MiB, 81920 MiB, 314.63 W
2026/08/13 11:51:44.651, NVIDIA A800 80GB PCIe, 97 %, 25 %, 19321 MiB, 81920 MiB, 292.12 W
2026/08/13 11:51:45.652, NVIDIA A800 80GB PCIe, 98 %, 20 %, 19321 MiB, 81920 MiB, 301.52 W
2026/08/13 11:51:46.652, NVIDIA A800 80GB PCIe, 98 %, 25 %, 19321 MiB, 81920 MiB, 294.72 W
2026/08/13 11:51:47.652, NVIDIA A800 80GB PCIe, 98 %, 21 %, 19321 MiB, 81920 MiB, 317.19 W
2026/08/13 11:51:48.652, NVIDIA A800 80GB PCIe, 97 %, 25 %, 19321 MiB, 81920 MiB, 304.25 W
2026/08/13 11:51:49.652, NVIDIA A800 80GB PCIe, 99 %, 21 %, 19321 MiB, 81920 MiB, 282.25 W
2026/08/13 11:51:50.653, NVIDIA A800 80GB PCIe, 94 %, 23 %, 19321 MiB, 81920 MiB, 291.71 W
2026/08/13 11:51:51.653, NVIDIA A800 80GB PCIe, 98 %, 20 %, 19321 MiB, 81920 MiB, 290.94 W
2026/08/13 11:51:52.653, NVIDIA A800 80GB PCIe, 97 %, 24 %, 19321 MiB, 81920 MiB, 289.39 W
2026/08/13 11:51:53.654, NVIDIA A800 80GB PCIe, 99 %, 20 %, 19321 MiB, 81920 MiB, 321.86 W
2026/08/13 11:51:54.654, NVIDIA A800 80GB PCIe, 97 %, 24 %, 19321 MiB, 81920 MiB, 279.79 W
2026/08/13 11:51:55.654, NVIDIA A800 80GB PCIe, 98 %, 20 %, 19321 MiB, 81920 MiB, 337.06 W
